Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-04-04,24.503018857032473,24.526437379010567,23.97221093653265,24.143943786621094,1491800,0.0,0
2016-04-05,24.04246208426897,24.261030462807877,23.58971446998323,23.644357681274414,1751000,0.0,0
2016-04-06,23.61313700784986,24.276646940556283,23.25406192007669,23.48824119567871,2301500,0.0,0
2016-04-07,23.50385144793358,23.581910206921258,22.63738552551678,22.73105812072754,3673900,0.0,0
2016-04-08,22.848147038585477,23.3165070223446,22.73105741486453,23.019878387451172,2122600,0.0,0
2016-04-11,23.21502685902394,23.90195519088306,23.199414513100947,23.324310302734375,2045300,0.0,0
2016-04-12,23.417987115223003,23.78486837736631,23.191612525115595,23.48824119567871,1960100,0.0,0
2016-04-13,23.61313323203233,24.666942781484863,23.566297682176188,24.56546401977539,2172900,0.0,0
2016-04-14,24.47959960177159,24.76842056890615,23.89415000534306,24.70597267150879,2564900,0.0,0
2016-04-15,24.784033332461355,25.088466651286126,24.59668963711724,24.815258026123047,2585500,0.0,0
2016-04-18,24.86990162947121,25.283618429607444,24.690362605107374,25.143110275268555,1782200,0.0,0
2016-04-19,25.24459125469426,25.408516456498813,25.072858389326917,25.33045768737793,1662700,0.0,0
2016-04-20,25.361677864470376,25.98615683935448,25.236782069493557,25.67391586303711,2754000,0.0,0
2016-04-21,25.67391269498531,25.830033163879396,25.143104887395598,25.221166610717773,2581400,0.0,0
2016-04-22,25.189945717024063,25.68172422592929,25.127496328956415,25.603662490844727,22220500,0.0,0
2016-04-25,25.509991386493972,25.759782983263133,25.314841515408645,25.603662490844727,2062800,0.0,0
2016-04-26,25.56463529169726,26.0251891458333,25.447544167963144,26.00957679748535,1990300,0.0,0
2016-04-27,25.915903597104254,26.321815688193624,25.837841861653953,26.056411743164062,2835800,0.0,0
2016-04-28,25.892481868335803,26.00957297486105,25.5880485646708,25.68172264099121,2144800,0.0,0
2016-04-29,25.68172422592929,25.775395330280045,25.26800447435791,25.603662490844727,2118400,0.0,0
2016-05-02,25.61147280774832,25.65050219046047,24.940156705195637,25.260202407836914,2647500,0.0,0
2016-05-03,25.14310752512272,25.26800331779057,24.432762145996097,24.432762145996094,2640200,0.0,0
2016-05-04,24.35470683562682,24.463990297443416,23.67558456421177,23.995630264282227,2870800,0.0,0
2016-05-05,23.956602466179522,24.01124420070138,23.394569793667596,23.503854751586914,2147700,0.0,0
2016-05-06,23.58191231036931,23.597524659109585,22.92621004090855,23.48824119567871,1955700,0.0,0
2016-05-09,23.496045364018958,23.80047869408498,23.449209810672354,23.566299438476562,1884600,0.0,0
2016-05-10,23.620940365287726,23.93317985847925,23.425790495933608,23.823896408081055,1318700,0.0,0
2016-05-11,23.5350752743805,23.5350752743805,22.574938220309228,22.793506622314453,2999300,0.0,0
2016-05-12,22.87156356336387,22.94181763381527,22.520294699982188,22.715444564819336,2149700,0.0,0
2016-05-13,22.715446781342486,22.887178143161233,22.17683268495009,22.426624298095703,2963600,0.0,0
2016-05-16,22.450041920811763,22.731058218780845,22.293921424412183,22.652997970581055,3026100,0.0,0
2016-05-17,22.707640819920613,22.949626261311565,22.176832892578805,22.215862274169922,3047300,0.0,0
2016-05-18,22.11438441564819,22.14560911121232,21.68505527376943,21.880205154418945,3887200,0.0,0
2016-05-19,21.88800932906185,22.309532258547726,21.482097257056708,22.286113739013672,3142500,0.0,0
2016-05-20,22.387594421931766,22.434429976142276,22.012907010496818,22.231473922729492,2329300,0.0,0
2016-05-23,22.33295400352448,22.535910068839033,22.098773240988223,22.223669052124023,2005700,0.0,0
2016-05-24,22.16121707188463,22.60615850335621,21.97387338962687,22.4032039642334,3522600,0.0,0
2016-05-25,22.457850896642118,23.29309223218163,22.379790638702552,23.207225799560547,4611800,0.0,0
2016-05-26,23.4101823497667,23.74584042350616,23.33212209024289,23.402376174926758,3425500,0.0,0
2016-05-27,21.888013542109995,22.582746711048916,21.583578685070268,22.48126792907715,7559600,0.0,0
2016-05-31,22.55151790414097,22.910594429656488,22.348561866045294,22.715444564819336,9935800,0.0,0
2016-06-01,22.652996062073296,22.79350419922007,22.208054620358684,22.59835433959961,3722300,0.0,0
2016-06-02,22.621773469013363,22.88717742183481,22.442235938832802,22.5515193939209,1968100,0.0,0
2016-06-03,22.60616193628131,22.676416013906014,22.0987725336727,22.34856414794922,2209700,0.0,0
2016-06-06,22.35647016577131,22.617440570071928,22.174582022124838,22.514633178710938,1955200,0.37,0
2016-06-07,22.53045044252319,22.767697229856037,22.45927655716021,22.506725311279297,1821000,0.0,0
2016-06-08,22.514637099252898,22.633261265074832,22.285300162626267,22.324840545654297,1920400,0.0,0
2016-06-09,22.198306019114884,22.3564705430926,21.470751923881043,21.565650939941406,3397000,0.0,0
2016-06-10,21.312588237675158,21.312588237675158,20.68784004682634,20.980443954467773,4522100,0.0,0
2016-06-13,20.917181564125116,21.091161354245447,20.577128853480453,20.585037231445312,2331700,0.0,0
2016-06-14,20.53758822950119,20.59294687866727,20.047280832410422,20.34779167175293,3149000,0.0,0
2016-06-15,20.32406473785608,20.893454318456033,20.252890851734996,20.66411590576172,3626600,0.0,0
2016-06-16,20.60876063814549,20.703659664347306,20.34779020155157,20.50595474243164,2230800,0.0,0
2016-06-17,20.545496042073957,21.035804934029226,20.387333002491133,20.679935455322266,2594800,0.0,0
2016-06-20,20.91717974955321,21.209782167025363,20.838097485133886,20.87763786315918,2280600,0.0,0
2016-06-21,20.853913136900715,20.91717864341684,20.331970822681864,20.434778213500977,1569600,0.0,0
2016-06-22,20.52967630610622,20.78273984777535,20.41105366654273,20.561309814453125,1786700,0.0,0
2016-06-23,20.901365063382958,20.99626258338217,20.695751758892825,20.822282791137695,1518500,0.0,0
2016-06-24,19.991922730414995,20.34779069344473,19.976105974270858,20.039371490478516,1843000,0.0,0
2016-06-27,20.015645027426004,20.5375858785798,19.912839136052167,20.16590118408203,3060700,0.0,0
2016-06-28,20.426871280832305,20.703658457047617,20.260799880124377,20.60085105895996,2880800,0.0,0
2016-06-29,20.93299448473663,21.328404288811985,20.853913730616515,20.88554573059082,2485300,0.0,0
2016-06-30,20.96462996987196,21.10697775410031,20.577128506344152,21.019987106323242,1859200,0.0,0
2016-07-01,21.257232218867824,21.652642056712875,21.13860956918807,21.399580001831055,2632600,0.0,0
2016-07-05,21.37585680260483,21.399580427991925,20.529678465735422,20.79855728149414,2141100,0.0,0
2016-07-06,20.743198314333313,20.94090321975022,20.3477885034995,20.932994842529297,2490300,0.0,0
2016-07-07,20.972538957566808,21.375857188485657,20.711568515015657,20.822282791137695,2270700,0.0,0
2016-07-08,21.09116095616279,21.660550583566064,21.083252578347196,21.64473533630371,2104100,0.0,0
2016-07-11,22.229940553048102,22.767698149344472,22.182490288644004,22.49881935119629,3566700,0.0,0
2016-07-12,22.712340288112078,22.910045204817553,22.538360504424034,22.72815704345703,3023300,0.0,0
2016-07-13,22.807239022330247,23.091934581450626,22.68070799791425,22.815147399902344,2952800,0.0,0
2016-07-14,22.894231170467865,23.01285382510041,22.50672818583592,22.63326072692871,1997100,0.0,0
2016-07-15,22.77560569535963,22.77560569535963,22.127133812916007,22.135042190551758,2468500,0.0,0
2016-07-18,22.142950059877098,24.040916906192813,22.04014416970993,23.874845504760742,7792200,0.0,0
2016-07-19,24.41260310469676,24.752654285015108,23.732497727322528,23.874845504760742,4359200,0.0,0
2016-07-20,23.811581526942806,24.768472634993515,23.756224389567162,24.610309600830078,3771100,0.0,0
2016-07-21,24.634029688538575,25.187603999531255,24.4758666770897,24.5233154296875,4365100,0.0,0
2016-07-22,24.515406591824227,24.665662731988302,24.238619441533135,24.365150451660156,2590400,0.0,0
2016-07-25,24.135817184391556,24.48377676028763,23.764130966528285,24.42051124572754,2252200,0.0,0
2016-07-26,24.373061097772325,24.7526541634982,24.072550297831533,24.71311378479004,2521100,0.0,0
2016-07-27,24.847553029452996,24.974084050574042,24.594490987210907,24.768470764160156,2183200,0.0,0
2016-07-28,24.6735759800581,24.776381880445403,24.34934001404648,24.649850845336914,1421900,0.0,0
2016-07-29,24.713113511460175,24.713113511460175,24.167447542783886,24.475868225097656,1597300,0.0,0
2016-08-01,24.491684452739843,24.507501208029435,23.866937702488954,24.00137710571289,2887600,0.0,0
2016-08-02,24.167449331837705,24.214899599317825,23.107750825350053,23.123567581176758,3420700,0.0,0
2016-08-03,22.96540314369858,23.59014987696213,22.593716946343594,23.43989372253418,2360100,0.0,0
2016-08-04,23.360811949104566,23.72458824484183,23.273821309528827,23.45570945739746,1206600,0.0,0
2016-08-05,23.637601418879896,24.19117583725225,23.57433590035468,23.7562255859375,2612300,0.0,0
2016-08-08,23.835306978838815,24.03301191796885,23.439897100578747,23.558521270751953,2044100,0.0,0
2016-08-09,23.534791339841195,23.898567629704104,23.32917806403529,23.431983947753906,2247600,0.0,0
2016-08-10,23.408258178754796,23.906473814483487,23.408258178754796,23.84320831298828,1750300,0.0,0
2016-08-11,24.14372448879035,24.649848582768016,24.064642222014147,24.602399826049805,2477800,0.0,0
2016-08-12,24.51541098130257,25.09270900691826,24.37306319233018,24.792198181152344,2146000,0.0,0
2016-08-15,24.760562372948645,25.369495362852398,24.760562372948645,25.09270668029785,1430100,0.0,0
2016-08-16,25.037352328902777,25.266690772767486,24.641942467096516,24.649850845336914,1586900,0.0,0
2016-08-17,24.412604022546777,24.46796115843875,24.120000079215,24.373062133789062,1762400,0.0,0
2016-08-18,24.46005429267418,24.665667601817702,24.17535870949562,24.649850845336914,1580100,0.0,0
2016-08-19,24.562857963331425,25.242963346578662,24.428418562186476,25.08479881286621,2164800,0.0,0
2016-08-22,25.306229985267457,25.38531074727634,24.72102359786241,24.879186630249023,1671900,0.0,0
2016-08-23,25.329954896968147,25.836079039700255,25.171791856548825,25.377405166625977,2840300,0.0,0
2016-08-24,25.409036774660674,25.630465316319658,25.005718563021905,25.07689094543457,2715400,0.0,0
2016-08-25,25.04525690653614,25.50393221629286,24.73683774380779,25.432758331298828,6167300,0.0,0
2016-08-26,23.898569788344922,24.1279082157403,22.68861666346346,22.72815704345703,14493400,0.0,0
2016-08-29,22.736063944045487,22.910043716430664,22.411828022382508,22.910043716430664,4405600,0.0,0
2016-08-30,22.846780301771823,22.902137438588273,22.356472939938513,22.530452728271484,2859100,0.0,0
2016-08-31,22.522542217753486,22.89422840124458,22.388102823199652,22.45136833190918,2828000,0.0,0
2016-09-01,22.514633194003036,22.60162383161855,22.119223398832407,22.16667366027832,2094800,0.0,0
2016-09-02,22.309020560220567,22.522542217753486,22.17458267403544,22.45136833190918,1690100,0.0,0
2016-09-06,22.44345946563965,22.672797872443905,22.340653581865492,22.4355525970459,1944100,0.0,0
2016-09-07,22.459592871187564,22.61984591297266,22.347414060807065,22.539718627929688,1516100,0.37,0
2016-09-08,22.41151367655182,22.523692477388856,22.235234887094645,22.259273529052734,1728800,0.0,0
2016-09-09,22.387478173418526,22.45959257617989,21.770500073482783,21.778512954711914,2485400,0.0,0
2016-09-12,21.938762522040584,21.938762522040584,21.514090582217193,21.666332244873047,3607000,0.0,0
2016-09-13,21.59422029901687,21.946777887419046,21.482041495160946,21.626270294189453,2825400,0.0,0
2016-09-14,22.139081996607885,22.139081996607885,21.58620698255619,21.658321380615234,1854300,0.0,0
2016-09-15,21.538131853350365,21.8506281189738,21.38589168959372,21.83460235595703,2210500,0.0,0
2016-09-16,21.802551441799817,21.84261585046612,21.554158221272438,21.70639991760254,1922000,0.0,0
2016-09-19,21.946777140410195,22.579780952756067,21.946777140410195,22.355424880981445,3349800,0.0,0
2016-09-20,22.499656430324837,22.5797837177922,22.13908440087216,22.211198806762695,1865100,0.0,0
2016-09-21,22.26728830406494,22.563757271932833,22.20318525338989,22.539718627929688,1663700,0.0,0
2016-09-22,22.667925101781147,22.796128157279934,22.347415934733203,22.651899337768555,1790300,0.0,0
2016-09-23,22.62785813477171,22.900289978996717,22.587795257568363,22.58779525756836,1370200,0.0,0
2016-09-26,22.523694415489473,22.595808819268267,22.147096633911133,22.147096633911133,1074900,0.0,0
2016-09-27,22.15510913915745,22.24324930412438,21.850627294827508,21.978830337524414,1443000,0.0,0
2016-09-28,21.994856969372364,22.323377470306884,21.79453951620249,22.026906967163086,1166400,0.0,0
2016-09-29,22.03491948514798,22.163122530797498,21.73844898689543,21.746461868286133,1758100,0.0,0
2016-09-30,21.93876722458202,22.19517485338952,21.83460281936406,22.10703468322754,1788800,0.0,0
2016-10-03,22.10703185325293,22.32337504597359,21.99485458071661,22.259273529052734,1625400,0.0,0
2016-10-04,22.25927569159962,22.30735145188577,21.658323338969726,21.738449096679688,2345700,0.0,0
2016-10-05,21.8506290499209,22.01889498386329,21.594222943931957,21.794540405273438,1941100,0.0,0
2016-10-06,21.698385798637524,21.714411561190264,21.073394813788212,21.377878189086914,3747500,0.0,0
2016-10-07,21.47402970780168,21.57819563609365,21.209610738884823,21.377878189086914,2145400,0.0,0
2016-10-10,21.506082644986087,21.74646298585709,21.35384094734062,21.498069763183594,1599600,0.0,0
2016-10-11,21.49005353318647,21.52210505540274,20.841025491313914,20.873075485229492,2142200,0.0,0
2016-10-12,20.945191027507125,21.201597106058582,20.833013750216054,20.929166793823242,2446800,0.0,0
2016-10-13,20.833013981607227,20.94519126014424,20.312188937727207,20.408340454101562,2680300,0.0,0
2016-10-14,20.496481992768377,20.58462216227537,20.119885726485503,20.336227416992188,3136100,0.0,0
2016-10-17,20.288155000363787,20.488472488958692,19.751304069797396,19.79136848449707,5481500,0.0,0
2016-10-18,20.00770810391819,20.11988692496402,19.85546792899333,19.88751792907715,2069400,0.0,0
2016-10-19,19.935589061434438,20.03975497618172,19.591044381156678,20.031742095947266,2332400,0.0,0
2016-10-20,19.991683344733968,20.19200080699262,19.959631817188125,20.11988639831543,2265400,0.0,0
2016-10-21,20.103856380781245,20.103856380781245,19.807385926916,20.03975486755371,1753200,0.0,0
2016-10-24,20.328214101279546,20.328214101279546,19.911553467124726,20.1439208984375,1873500,0.0,0
2016-10-25,20.047769823135404,20.15193421980075,19.751299338578864,19.8314266204834,1909900,0.0,0
2016-10-26,19.81540444850448,20.18398940072352,19.51092255606359,19.847455978393555,3323900,0.0,0
2016-10-27,19.90354328912592,19.959631934359454,19.142336316754054,19.222463607788086,2703400,0.0,0
2016-10-28,19.222464984945745,19.40675669771658,18.982084622923008,19.15035057067871,1871100,0.0,0
2016-10-31,19.19041257167351,19.374704261285526,19.038170879763165,19.270538330078125,2151200,0.0,0
2016-11-01,19.238486418871883,19.238486418871883,18.685609876725344,18.877914428710938,2499200,0.0,0
2016-11-02,16.498142757492605,17.259349561307616,16.105520799496645,16.77057456970215,13653300,0.0,0
2016-11-03,16.64237490596791,16.762565076036005,16.44205744642078,16.69045066833496,5559900,0.0,0
2016-11-04,16.65840024170377,17.002944979503475,16.514171430005764,16.610322952270508,3076400,0.0,0
2016-11-07,16.82666591953198,17.25133946673705,16.62634846810898,17.018970489501953,2881800,0.0,0
2016-11-08,16.93884068763652,17.026980842228973,16.714486153474855,16.754549026489258,1884000,0.0,0
2016-11-09,16.498144935644667,17.315440480175972,16.42603053299186,17.251338958740234,1740500,0.0,0
2016-11-10,17.435631118514074,18.0445963529529,17.395566711333373,17.523771286010742,2523800,0.0,0
2016-11-11,17.475694400733968,17.924406601708903,17.22730118368417,17.884342193603516,2197400,0.0,0
2016-11-14,17.98049439886898,18.661574021610388,17.948442873892525,18.421192169189453,2075400,0.0,0
2016-11-15,18.373113995013043,18.42118974785769,17.78017461559364,18.148757934570312,2216800,0.0,0
2016-11-16,18.052611408626795,18.573436538296587,17.98049699531702,18.477283477783203,1708300,0.0,0
2016-11-17,18.677598456642627,18.82984014531623,18.437218129937655,18.797788619995117,1143500,0.0,0
2016-11-18,18.7256757446243,18.861891670637345,18.45324389259821,18.797788619995117,1679000,0.0,0
2016-11-21,18.853878789307068,18.885928786327334,18.55740829329014,18.797788619995117,2235500,0.0,0
2016-11-22,18.982081589680682,19.398740715386634,18.90996718693717,19.318614959716797,3741700,0.0,0
2016-11-23,19.855464004077582,21.161532961562312,19.74328520520662,20.881088256835938,9376800,0.0,0
2016-11-25,20.945189708028597,21.225634411889946,20.65673365198039,20.688783645629883,2313300,0.0,0
2016-11-28,20.833013255201053,20.833013255201053,19.83943896027217,20.151933670043945,2815700,0.0,0
2016-11-29,20.208860400320404,20.355242733659317,19.80224349709915,19.916095733642578,2321100,0.37,0
2016-11-30,19.89169802787598,20.20072774088267,19.720919674204158,20.07874298095703,3192300,0.0,0
2016-12-01,20.054347172522277,20.347111862991966,19.883568803828638,20.038082122802734,1440700,0.0,0
2016-12-02,20.013686072260747,20.192596965572047,19.623332635122562,19.737186431884766,1572800,0.0,0
2016-12-05,19.87543589086625,20.233257670985978,19.737186073190745,19.940494537353516,2335300,0.0,0
2016-12-06,20.046214288495488,20.273920327127726,19.99742069133161,20.241390228271484,1508000,0.0,0
2016-12-07,20.469095011166623,21.23353522506613,20.460962486951477,21.095285415649414,2799300,0.0,0
2016-12-08,21.144079885667775,21.29046222536321,20.769993062997628,21.11968231201172,3100200,0.0,0
2016-12-09,21.062756333352564,21.412447135846044,20.957036615704062,21.16034507751465,2451700,0.0,0
2016-12-12,21.192876754886743,21.526302557411523,20.95703971093734,21.485641479492188,2146200,0.0,0
2016-12-13,21.558831428780447,21.8353310859708,21.412449074841955,21.46124267578125,2399300,0.0,0
2016-12-14,21.42057722680751,21.485635865150606,20.48535871895543,20.558549880981445,2373300,0.0,0
2016-12-15,20.550421362648045,20.908243167715646,20.412171535333556,20.60734748840332,1964800,0.0,0
2016-12-16,20.615477217537062,20.88384431049869,20.56668362366778,20.67240333557129,3383300,0.0,0
2016-12-19,20.664271199865876,21.07088810903462,20.664271199865876,21.062755584716797,1316700,0.0,0
2016-12-20,21.030227715464044,21.274197248369752,21.013962666304874,21.241668701171875,1031700,0.0,0
2016-12-21,21.201008069277535,21.5832290048104,21.02209716508638,21.46124267578125,1879400,0.0,0
2016-12-22,21.444978077823468,21.444978077823468,20.363377080490608,20.379640579223633,2296500,0.0,0
2016-12-23,20.786257077419723,21.15221293575055,20.591081136683446,20.66427230834961,1977600,0.0,0
2016-12-27,20.664273208443017,21.144081331989344,20.65614068333471,21.10342025756836,1596100,0.0,0
2016-12-28,20.97330080934387,21.103418095505067,20.39590399477319,20.550418853759766,1716100,0.0,0
2016-12-29,20.526023786844103,20.948905794055552,20.526023786844103,20.60734748840332,1714800,0.0,0
2016-12-30,20.672403202751795,20.94077029398917,20.509755822738683,20.542285919189453,1747800,0.0,0
2017-01-03,20.688670508646215,20.71306653252616,20.34711221424213,20.631744384765625,1941400,0.0,0
2017-01-04,20.802519938440856,21.184739254948727,20.802519938440856,21.07901954650879,2244300,0.0,0
2017-01-05,20.78625537012966,20.78625537012966,20.249521189409716,20.33084487915039,3037700,0.0,0
2017-01-06,20.452831184550686,20.469096233952623,19.924229487951578,19.940494537353516,2333600,0.0,0
2017-01-09,20.005551948709776,20.054345542782617,19.785978448701407,19.916095733642578,1646700,0.0,0
2017-01-10,19.940494926726515,20.412170510749615,19.875436278968866,20.038082122802734,2243100,0.0,0
2017-01-11,20.119404942765417,20.436565642860835,19.924229008005128,20.01368522644043,2543400,0.0,0
2017-01-12,20.013685210077618,20.282052314043664,19.98928763658236,20.103139877319336,2643200,0.0,0
2017-01-13,18.126982393376526,18.858892513119017,18.11071734488615,18.484804153442383,14823900,0.0,0
2017-01-17,18.492934476469983,19.31430071402176,18.44414088792717,18.98087501525879,4983400,0.0,0
2017-01-18,18.948350334951527,19.208586500799658,18.623057066542188,19.10286521911621,2180900,0.0,0
2017-01-19,19.13539438581069,19.265511686811788,18.850762208200575,18.95648193359375,2002400,0.0,0
2017-01-20,19.078467154614646,19.216716984044634,18.972747426754356,19.176055908203125,2566100,0.0,0
2017-01-23,19.249246635432872,19.51761376262413,19.07033573434556,19.4606876373291,2186300,0.0,0
2017-01-24,19.468818056392614,19.639596413802877,19.289905623539486,19.41189193725586,2850600,0.0,0
2017-01-25,19.51761298752111,19.696523881503335,19.46068686448679,19.65586280822754,1887700,0.0,0
2017-01-26,19.72092124075316,20.07874457593005,19.615201520718433,19.696523666381836,3160300,0.0,0
2017-01-27,19.74531833281384,19.924229220471855,19.48508219923792,19.76971435546875,2669400,0.0,0
2017-01-30,19.6152021436262,19.704656816920803,19.39562862067294,19.66399574279785,1731300,0.0,0
2017-01-31,19.50134630622245,19.956758354636936,19.403759118076767,19.916095733642578,1596900,0.0,0
2017-02-01,19.916096282695936,20.03808104680115,19.58267053695215,19.761581420898438,1752900,0.0,0
2017-02-02,19.83476979134216,19.989284631341064,19.737182614273536,19.826637268066406,1651800,0.0,0
2017-02-03,19.80224503369517,20.249523041497852,19.745318911006155,20.11940574645996,2242700,0.0,0
2017-02-06,20.119407463106278,20.290187396865267,19.940496554944108,20.070613861083984,1704600,0.0,0
2017-02-07,20.08687877385593,20.330848333408582,19.932363892208247,20.029951095581055,2179600,0.0,0
2017-02-08,19.99742300842539,20.21699654778547,19.95676193126419,20.160070419311523,1388400,0.0,0
2017-02-09,20.160067382297512,20.656138963640235,20.127537284572515,20.648006439208984,1488300,0.0,0
2017-02-10,20.753728171466577,20.94077158422178,20.56668475871137,20.86758041381836,1521000,0.0,0
2017-02-13,20.940772579169064,21.02209627805014,20.574816709764495,20.631744384765625,1470800,0.0,0
2017-02-14,20.550424452049228,21.03836518363739,20.5341593990681,20.93264389038086,1542700,0.0,0
2017-02-15,20.940770426774794,21.209137519713888,20.769992072686453,20.965167999267578,2146700,0.0,0
2017-02-16,20.90010935882858,21.046490140436426,20.574814596712343,20.67240333557129,1795800,0.0,0
2017-02-17,20.631745774482933,20.82692173427189,20.56668712121995,20.794391632080078,1241700,0.0,0
2017-02-21,21.013964124956463,21.347389900261376,20.940772949780207,21.3229923248291,2720300,0.0,0
2017-02-22,21.306730459624504,21.388052615060687,21.160348098046274,21.35552406311035,1377700,0.0,0
2017-02-23,21.4043166669066,21.42058171768245,20.753730147078677,20.786258697509766,2462200,0.0,0
2017-02-24,20.778124228725755,21.550697005992546,20.696802084693857,21.37178611755371,1991700,0.0,0
2017-02-27,21.314859572384073,21.697080494477547,20.883846602187507,21.56696319580078,2301300,0.0,0
2017-02-28,21.412448344526975,21.412448344526975,19.167922613305606,19.875436782836914,7757900,0.0,0
2017-03-01,19.981155878593956,20.27392056728619,19.745318863574493,19.9079647064209,3341500,0.0,0
2017-03-02,19.899833341916928,20.41217157700142,19.883569842468358,20.31458282470703,2475400,0.0,0
2017-03-03,20.379637462197717,20.591078424592848,20.338976394903394,20.558549880981445,1827900,0.0,0
2017-03-06,20.558551383846563,20.57481488128101,20.095006806755794,20.257654190063477,2275600,0.0,0
2017-03-07,20.160067763062763,20.22512640862109,19.85917055790521,20.06247901916504,2314600,0.0,0
2017-03-08,20.127536430358887,20.469094686373428,20.013684195394163,20.33084487915039,2380400,0.0,0
2017-03-09,20.33084487915039,20.52602080385579,20.18446254784125,20.33084487915039,2398700,0.0,0
2017-03-10,20.396910460156935,20.892380693957133,20.33910412948955,20.79328727722168,3049400,0.38,0
2017-03-13,20.454717173807925,20.479489742832435,19.909698604406174,19.97576141357422,3940100,0.0,0
2017-03-14,19.967501667959947,20.347362394616006,19.818859966203586,20.281299591064453,1849800,0.0,0
2017-03-15,20.36387711558395,20.46297210175737,20.066593732125057,20.372135162353516,2896500,0.0,0
2017-03-16,20.30607479705215,20.314332844811492,19.851893195719477,20.033565521240234,3133500,0.0,0
2017-03-17,20.05833873542891,20.37213666044104,19.98401788409892,20.347362518310547,5429100,0.0,0
2017-03-20,20.363878216777433,20.5125199165448,19.620671293002047,19.719764709472656,4116200,0.0,0
2017-03-21,19.843634014497155,19.934469384538264,19.331646108093725,19.827117919921875,2850500,0.0,0
2017-03-22,19.835376090855622,19.909696941846207,19.62067158522299,19.89318084716797,2042000,0.0,0
2017-03-23,19.942725462216416,20.182204084721885,19.653700135939967,19.785825729370117,4662200,0.0,0
2017-03-24,17.647045699634653,17.80394388946746,17.060736880851017,17.093769073486328,15944600,0.0,0
2017-03-27,16.788225208131493,17.415822603536395,16.713904360316345,17.217634201049805,6962300,0.0,0
2017-03-28,17.242405527458846,17.985613952184,17.118537981691755,17.936065673828125,4278600,0.0,0
2017-03-29,17.985615797726147,18.282897623059625,17.812199955808612,18.125999450683594,3258300,0.0,0
2017-03-30,18.08471187744679,18.571925710919803,18.051681258684425,18.547151565551758,2222000,0.0,0
2017-03-31,18.547150548064064,18.778371166962742,18.472831266160437,18.621471405029297,2934200,0.0,0
2017-04-03,18.596698778338826,18.679277683050632,18.101226925129595,18.16728973388672,2709100,0.0,0
2017-04-04,18.117741480687112,18.34070245687243,17.95258368530546,18.150772094726562,2237000,0.0,0
2017-04-05,18.324189132841685,18.406768035919903,17.95258485652048,17.969100952148438,2168900,0.0,0
2017-04-06,18.134257303697353,18.307673158819657,17.952584975767795,18.03516387939453,3296200,0.0,0
2017-04-07,18.018645988355903,18.183803779153763,17.820457584435328,17.886520385742188,3754500,0.0,0
2017-04-10,17.8369744091546,18.26638342276908,17.803942219617415,18.068193435668945,2345300,0.0,0
2017-04-11,18.002132443037404,18.291157830323666,17.903039014578006,18.258127212524414,2718400,0.0,0
2017-04-12,18.31592695727629,18.31592695727629,18.059933832980867,18.22509002685547,1883100,0.0,0
2017-04-13,18.216835509522955,18.53063501627206,18.150772704164435,18.48108673095703,3663600,0.0,0
2017-04-17,18.538892311284535,18.951785221780305,18.497602075198085,18.902236938476562,3554500,0.0,0
